id,monthly_id,date,open,high,low,close,volume
907,210,6/14/2010,110.52,112.42,109.4,111.73,1100000000
908,210,6/21/2010,113.12,113.2,106.77,107.87,1210000000
909,210,6/28/2010,108.03,108.32,101.13,102.2,1440000000
910,211,7/5/2010,103.64,107.97,101.88,107.96,867000000
911,211,7/12/2010,107.6,110.09,106.45,106.66,1040000000
912,211,7/19/2010,107.05,110.57,105.82,110.41,1210000000
913,211,7/26/2010,110.6,112.29,108.98,110.27,993000000
914,212,8/2/2010,111.99,113.11,110.92,112.39,873000000
915,212,8/9/2010,112.92,113.18,107.6,108.31,1040000000
916,212,8/16/2010,107.57,110.39,106.75,107.53,979000000
917,212,8/23/2010,108.04,108.57,104.29,106.86,1210000000
918,212,8/30/2010,106.58,110.99,104.49,110.89,1070000000
919,213,9/6/2010,110.37,111.68,109.55,111.48,567000000
920,213,9/13/2010,112.58,113.29,111.98,112.49,953000000
921,213,9/20/2010,112.88,114.9,112.18,114.82,1090000000
922,213,9/27/2010,114.86,115.79,113.18,114.61,979000000
923,214,10/4/2010,114.37,116.86,113.18,116.54,887000000
924,214,10/11/2010,116.72,118.55,115.65,117.7,941000000
925,214,10/18/2010,117.74,119.09,116.02,118.35,952000000
926,214,10/25/2010,119.14,119.76,117.26,118.49,813000000
927,215,11/1/2010,119.07,122.92,117.85,122.72,955000000
928,215,11/8/2010,122.34,122.95,119.65,120.2,961000000
929,215,11/15/2010,120.58,121.05,117.59,120.29,990000000
930,215,11/22/2010,119.69,120.24,117.99,118.8,620000000
931,215,11/29/2010,118.5,123.03,117.74,122.89,1020000000
932,216,12/6/2010,122.63,124.6,122.41,124.48,689000000
933,216,12/13/2010,125.05,125.23,123.75,124.3,768000000
934,216,12/20/2010,124.64,125.82,123.98,125.6,363000000
935,216,12/27/2010,125.13,126.2,125.04,125.75,339000000
936,217,1/3/2011,126.71,127.83,125.7,127.14,689000000
937,217,1/10/2011,126.58,129.33,126.2,129.3,587000000
938,217,1/17/2011,129.18,129.64,127.13,128.37,594000000
939,217,1/24/2011,128.29,130.35,127.51,127.72,841000000
940,217,1/31/2011,128.07,131.2,127.75,131.15,715000000
941,218,2/7/2011,131.44,133.28,131.3,133.11,658000000
942,218,2/14/2011,133.03,134.69,132.32,134.53,591000000
943,218,2/21/2011,133.12,134.56,129.7,132.33,863000000
944,218,2/28/2011,132.82,133.69,130.35,132.47,1050000000
945,219,3/7/2011,132.86,133.16,129.49,130.84,1070000000
946,219,3/14/2011,129.99,130.48,125.28,127.76,1550000000
947,219,3/21/2011,129.35,131.87,128.32,131.3,747000000
948,219,3/28/2011,131.58,133.77,130.44,133.15,662000000
949,220,4/4/2011,133.43,134,132.31,132.86,661000000
950,220,4/11/2011,133,133.45,130.27,132.04,776000000
951,220,4/18/2011,130.59,133.84,129.51,133.78,627000000
952,220,4/25/2011,133.68,136.57,133.2,136.43,595000000
953,221,5/2/2011,137.07,137.18,133.02,134.2,897000000
954,221,5/9/2011,134.19,136.11,133.39,134.04,751000000
955,221,5/16/2011,133.56,135.03,132.12,133.61,772000000
956,221,5/23/2011,131.98,133.87,131.38,133.51,753000000
957,221,5/30/2011,134.77,134.92,130.08,130.42,833000000
958,222,6/6/2011,130.09,130.36,127.26,127.6,940000000
959,222,6/13/2011,127.89,129.77,126.32,127.05,1210000000
960,222,6/20/2011,126.62,129.81,126.19,126.81,1090000000
961,222,6/27/2011,126.89,134.1,126.64,133.92,1000000000
962,223,7/4/2011,133.78,135.7,133.11,134.4,674000000
963,223,7/11/2011,132.75,133.22,130.68,131.69,1060000000
964,223,7/18/2011,131.08,134.82,129.63,134.58,872000000
965,223,7/25/2011,133.3,134.49,127.97,129.33,1030000000
966,224,8/1/2011,130.84,130.96,116.86,120.08,2220000000
967,224,8/8/2011,116.91,120.12,110.27,118.12,2880000000
968,224,8/15/2011,119.19,121.2,112.5,112.64,1730000000
969,224,8/22/2011,115.17,119.4,112.41,117.97,1480000000
970,224,8/29/2011,119.56,123.51,117.43,117.85,1240000000
971,225,9/5/2011,114.39,120.94,114.38,115.92,1130000000
972,225,9/12/2011,114.47,121.97,114.05,121.52,1510000000
973,225,9/19/2011,119.53,121.99,111.3,113.54,1600000000
974,225,9/26/2011,114.61,119.56,112.98,113.15,1450000000
975,226,10/3/2011,112.49,117.25,107.43,115.71,1680000000
976,226,10/10/2011,117.68,122.6,117.67,122.57,1150000000
977,226,10/17/2011,121.99,124.12,119.2,123.97,1290000000
978,226,10/24/2011,124.17,129.42,122.21,128.6,1380000000
979,226,10/31/2011,127.16,128.62,121.52,125.48,1430000000
980,227,11/7/2011,125.39,128.02,122.86,126.66,1180000000
981,227,11/14/2011,126.19,127.45,121.23,121.98,1130000000
982,227,11/21/2011,120.2,120.35,116.2,116.34,770000000
983,227,11/28/2011,119.54,126.5,118.82,124.86,1130000000
984,228,12/5/2011,126.84,127.26,123.65,126.05,1090000000
985,228,12/12/2011,124.95,125.57,121.3,121.59,1120000000
986,228,12/19/2011,122.06,126.43,120.03,126.39,815000000
987,228,12/26/2011,126.17,126.82,124.73,125.5,424000000
988,229,1/2/2012,127.76,128.38,126.43,127.71,643000000
989,229,1/9/2012,128,129.7,127.41,128.84,625000000
990,229,1/16/2012,130.08,131.95,128.9,131.95,560000000
991,229,1/23/2012,131.51,133.4,130.6,131.82,751000000
992,229,1/30/2012,130.51,134.62,130.06,134.54,744000000
993,230,2/6/2012,133.98,135.59,133.64,134.36,699000000
994,230,2/13/2012,135.32,136.63,134.25,136.41,793000000
995,230,2/20/2012,136.73,137.2,135.5,136.93,502000000
996,230,2/27/2012,136.02,138.19,135.8,137.31,727000000
997,231,3/5/2012,137.1,137.93,134.36,137.57,726000000
998,231,3/12/2012,137.55,140.78,137.09,140.3,751000000
999,231,3/19/2012,140.21,141.28,138.55,139.65,625000000
1000,231,3/26/2012,140.65,141.83,139.09,140.81,689000000
